network,method,k,p,simulation_id,final_active_count,total_steps
Facebook Penn94,highest_degree,4,0.05,348,31295,9
Facebook Penn94,highest_degree,4,0.05,349,31218,11
Facebook Penn94,highest_degree,4,0.05,350,31322,9
Facebook Penn94,highest_degree,4,0.05,351,31399,10
Facebook Penn94,highest_degree,4,0.05,352,31208,9
Facebook Penn94,highest_degree,4,0.05,353,31283,9
Facebook Penn94,highest_degree,4,0.05,354,31390,13
Facebook Penn94,highest_degree,4,0.05,355,31285,10
Facebook Penn94,highest_degree,4,0.05,356,31104,11
Facebook Penn94,highest_degree,4,0.05,357,31380,10
Facebook Penn94,highest_degree,4,0.05,358,31334,9
Facebook Penn94,highest_degree,4,0.05,359,31313,11
Facebook Penn94,highest_degree,4,0.05,360,31296,11
Facebook Penn94,highest_degree,4,0.05,361,31270,9
Facebook Penn94,highest_degree,4,0.05,362,31199,9
Facebook Penn94,highest_degree,4,0.05,363,31218,10
Facebook Penn94,highest_degree,4,0.05,364,31298,11
Facebook Penn94,highest_degree,4,0.05,365,31354,10
Facebook Penn94,highest_degree,4,0.05,366,31313,10
Facebook Penn94,highest_degree,4,0.05,367,31254,9
Facebook Penn94,highest_degree,4,0.05,368,31283,11
Facebook Penn94,highest_degree,4,0.05,369,31455,9
Facebook Penn94,highest_degree,4,0.05,370,31159,9
Facebook Penn94,highest_degree,4,0.05,371,31282,10
Facebook Penn94,highest_degree,4,0.05,372,31363,10
Facebook Penn94,highest_degree,4,0.05,373,31356,10
Facebook Penn94,highest_degree,4,0.05,374,31328,9
Facebook Penn94,highest_degree,4,0.05,375,31241,10
Facebook Penn94,highest_degree,4,0.05,376,31241,11
Facebook Penn94,highest_degree,4,0.05,377,31258,10
Facebook Penn94,highest_degree,4,0.05,378,31401,10
Facebook Penn94,highest_degree,4,0.05,379,31322,9
Facebook Penn94,highest_degree,4,0.05,380,31331,9
Facebook Penn94,highest_degree,4,0.05,381,31207,12
Facebook Penn94,highest_degree,4,0.05,382,31254,11
Facebook Penn94,highest_degree,4,0.05,383,31162,11
Facebook Penn94,highest_degree,4,0.05,384,31354,10
Facebook Penn94,highest_degree,4,0.05,385,31313,11
Facebook Penn94,highest_degree,4,0.05,386,31285,10
Facebook Penn94,highest_degree,4,0.05,387,31369,11
Facebook Penn94,highest_degree,4,0.05,388,31152,10
Facebook Penn94,highest_degree,4,0.05,389,31232,12
Facebook Penn94,highest_degree,4,0.05,390,31294,11
Facebook Penn94,highest_degree,4,0.05,391,31294,10
Facebook Penn94,highest_degree,4,0.05,392,31289,10
Facebook Penn94,highest_degree,4,0.05,393,31337,11
Facebook Penn94,highest_degree,4,0.05,394,31259,10
Facebook Penn94,highest_degree,4,0.05,395,31352,9
Facebook Penn94,highest_degree,4,0.05,396,31297,10
Facebook Penn94,highest_degree,4,0.05,397,31290,10
Facebook Penn94,highest_degree,4,0.05,398,31224,10
Facebook Penn94,highest_degree,4,0.05,399,31454,10
Facebook Penn94,highest_degree,4,0.05,400,31130,11
Facebook Penn94,highest_degree,4,0.05,401,31273,10
Facebook Penn94,highest_degree,4,0.05,402,31404,11
Facebook Penn94,highest_degree,4,0.05,403,31356,11
Facebook Penn94,highest_degree,4,0.05,404,31290,13
Facebook Penn94,highest_degree,4,0.05,405,31274,10
Facebook Penn94,highest_degree,4,0.05,406,31294,10
Facebook Penn94,highest_degree,4,0.05,407,31289,11
Facebook Penn94,highest_degree,4,0.05,408,31363,10
Facebook Penn94,highest_degree,4,0.05,409,31338,9
Facebook Penn94,highest_degree,4,0.05,410,31267,10
Facebook Penn94,highest_degree,4,0.05,411,31261,10
Facebook Penn94,highest_degree,4,0.05,412,31223,12
Facebook Penn94,highest_degree,4,0.05,413,31219,9
Facebook Penn94,highest_degree,4,0.05,414,31341,12
Facebook Penn94,highest_degree,4,0.05,415,31277,10
Facebook Penn94,highest_degree,4,0.05,416,31281,11
Facebook Penn94,highest_degree,4,0.05,417,31184,11
Facebook Penn94,highest_degree,4,0.05,418,31367,11
Facebook Penn94,highest_degree,4,0.05,419,31209,10
Facebook Penn94,highest_degree,4,0.05,420,31185,12
Facebook Penn94,highest_degree,4,0.05,421,31230,10
Facebook Penn94,highest_degree,4,0.05,422,31246,10
Facebook Penn94,highest_degree,4,0.05,423,31394,9
Facebook Penn94,highest_degree,4,0.05,424,31313,9
Facebook Penn94,highest_degree,4,0.05,425,31333,10
Facebook Penn94,highest_degree,4,0.05,426,31436,10
Facebook Penn94,highest_degree,4,0.05,427,31288,10
Facebook Penn94,highest_degree,4,0.05,428,31382,9
Facebook Penn94,highest_degree,4,0.05,429,31375,10
Facebook Penn94,highest_degree,4,0.05,430,31308,9
Facebook Penn94,highest_degree,4,0.05,431,31237,9
Facebook Penn94,highest_degree,4,0.05,432,31120,9
Facebook Penn94,highest_degree,4,0.05,433,31294,10
Facebook Penn94,highest_degree,4,0.05,434,31281,10
Facebook Penn94,highest_degree,4,0.05,435,31239,11
Facebook Penn94,highest_degree,4,0.05,436,31246,10
Facebook Penn94,highest_degree,4,0.05,437,31258,10
Facebook Penn94,highest_degree,4,0.05,438,31234,10
Facebook Penn94,highest_degree,4,0.05,439,31150,10
Facebook Penn94,highest_degree,4,0.05,440,31253,10
Facebook Penn94,highest_degree,4,0.05,441,31447,11
Facebook Penn94,highest_degree,4,0.05,442,31258,11
Facebook Penn94,highest_degree,4,0.05,443,31264,10
Facebook Penn94,highest_degree,4,0.05,444,31298,12
Facebook Penn94,highest_degree,4,0.05,445,31355,10
Facebook Penn94,highest_degree,4,0.05,446,31373,13
Facebook Penn94,highest_degree,4,0.05,447,31226,11
Facebook Penn94,highest_degree,4,0.05,448,31278,12
Facebook Penn94,highest_degree,4,0.05,449,31345,9
Facebook Penn94,highest_degree,4,0.05,450,31326,14
Facebook Penn94,highest_degree,4,0.05,451,31281,11
Facebook Penn94,highest_degree,4,0.05,452,31403,11
Facebook Penn94,highest_degree,4,0.05,453,31180,10
Facebook Penn94,highest_degree,4,0.05,454,31260,10
Facebook Penn94,highest_degree,4,0.05,455,31150,9
Facebook Penn94,highest_degree,4,0.05,456,31244,9
Facebook Penn94,highest_degree,4,0.05,457,31270,10
Facebook Penn94,highest_degree,4,0.05,458,31213,8
Facebook Penn94,highest_degree,4,0.05,459,31301,10
Facebook Penn94,highest_degree,4,0.05,460,31210,11
Facebook Penn94,highest_degree,4,0.05,461,31312,11
Facebook Penn94,highest_degree,4,0.05,462,31284,11
Facebook Penn94,highest_degree,4,0.05,463,31206,10
Facebook Penn94,highest_degree,4,0.05,464,31276,9
Facebook Penn94,highest_degree,4,0.05,465,31394,9
Facebook Penn94,highest_degree,4,0.05,466,31276,10
Facebook Penn94,highest_degree,4,0.05,467,31254,10
Facebook Penn94,highest_degree,4,0.05,468,31408,9
Facebook Penn94,highest_degree,4,0.05,469,31489,11
Facebook Penn94,highest_degree,4,0.05,470,31292,10
Facebook Penn94,highest_degree,4,0.05,471,31396,11
Facebook Penn94,highest_degree,4,0.05,472,31273,11
Facebook Penn94,highest_degree,4,0.05,473,31305,10
Facebook Penn94,highest_degree,4,0.05,474,31145,9
Facebook Penn94,highest_degree,4,0.05,475,31376,10
Facebook Penn94,highest_degree,4,0.05,476,31299,9
Facebook Penn94,highest_degree,4,0.05,477,31204,10
Facebook Penn94,highest_degree,4,0.05,478,31143,9
Facebook Penn94,highest_degree,4,0.05,479,31269,10
Facebook Penn94,highest_degree,4,0.05,480,31262,10
Facebook Penn94,highest_degree,4,0.05,481,31243,10
Facebook Penn94,highest_degree,4,0.05,482,31467,9
Facebook Penn94,highest_degree,4,0.05,483,31362,10
Facebook Penn94,highest_degree,4,0.05,484,31337,10
Facebook Penn94,highest_degree,4,0.05,485,31257,10
Facebook Penn94,highest_degree,4,0.05,486,31405,9
Facebook Penn94,highest_degree,4,0.05,487,31231,10
Facebook Penn94,highest_degree,4,0.05,488,31256,10
Facebook Penn94,highest_degree,4,0.05,489,31404,10
Facebook Penn94,highest_degree,4,0.05,490,31291,10
Facebook Penn94,highest_degree,4,0.05,491,31233,10
Facebook Penn94,highest_degree,4,0.05,492,31352,10
Facebook Penn94,highest_degree,4,0.05,493,31228,10
Facebook Penn94,highest_degree,4,0.05,494,31283,10
Facebook Penn94,highest_degree,4,0.05,495,31308,9
Facebook Penn94,highest_degree,4,0.05,496,31316,9
Facebook Penn94,highest_degree,4,0.05,497,31235,10
Facebook Penn94,highest_degree,4,0.05,498,31241,11
Facebook Penn94,highest_degree,4,0.05,499,31219,12
Facebook Penn94,highest_degree,4,0.05,500,31196,11
Facebook Penn94,highest_degree,4,0.05,501,31177,10
Facebook Penn94,highest_degree,4,0.05,502,31226,9
Facebook Penn94,highest_degree,4,0.05,503,31338,11
Facebook Penn94,highest_degree,4,0.05,504,31338,10
Facebook Penn94,highest_degree,4,0.05,505,31277,10
Facebook Penn94,highest_degree,4,0.05,506,31201,12
Facebook Penn94,highest_degree,4,0.05,507,31188,9
Facebook Penn94,highest_degree,4,0.05,508,31181,11
Facebook Penn94,highest_degree,4,0.05,509,31278,10
Facebook Penn94,highest_degree,4,0.05,510,31232,9
Facebook Penn94,highest_degree,4,0.05,511,31089,10
Facebook Penn94,highest_degree,4,0.05,512,31236,10
Facebook Penn94,highest_degree,4,0.05,513,31320,8
Facebook Penn94,highest_degree,4,0.05,514,31456,11
Facebook Penn94,highest_degree,4,0.05,515,31291,9
Facebook Penn94,highest_degree,4,0.05,516,31276,10
Facebook Penn94,highest_degree,4,0.05,517,31310,10
Facebook Penn94,highest_degree,4,0.05,518,31344,12
Facebook Penn94,highest_degree,4,0.05,519,31277,10
Facebook Penn94,highest_degree,4,0.05,520,31285,12
Facebook Penn94,highest_degree,4,0.05,521,31357,10
Facebook Penn94,highest_degree,4,0.05,522,31134,10
Facebook Penn94,highest_degree,4,0.05,523,31258,9
Facebook Penn94,highest_degree,4,0.05,524,31312,10
Facebook Penn94,highest_degree,4,0.05,525,31241,9
Facebook Penn94,highest_degree,4,0.05,526,31142,9
Facebook Penn94,highest_degree,4,0.05,527,31189,9
Facebook Penn94,highest_degree,4,0.05,528,31209,9
Facebook Penn94,highest_degree,4,0.05,529,31273,10
Facebook Penn94,highest_degree,4,0.05,530,31417,10
Facebook Penn94,highest_degree,4,0.05,531,31255,9
Facebook Penn94,highest_degree,4,0.05,532,31375,10
Facebook Penn94,highest_degree,4,0.05,533,31208,11
Facebook Penn94,highest_degree,4,0.05,534,31281,9
Facebook Penn94,highest_degree,4,0.05,535,31239,11
Facebook Penn94,highest_degree,4,0.05,536,31207,11
Facebook Penn94,highest_degree,4,0.05,537,31238,11
Facebook Penn94,highest_degree,4,0.05,538,31320,11
Facebook Penn94,highest_degree,4,0.05,539,31265,9
Facebook Penn94,highest_degree,4,0.05,540,31179,10
Facebook Penn94,highest_degree,4,0.05,541,31375,10
Facebook Penn94,highest_degree,4,0.05,542,31279,9
Facebook Penn94,highest_degree,4,0.05,543,31280,10
Facebook Penn94,highest_degree,4,0.05,544,31316,10
Facebook Penn94,highest_degree,4,0.05,545,31411,11
Facebook Penn94,highest_degree,4,0.05,546,31477,10
Facebook Penn94,highest_degree,4,0.05,547,31386,10
Facebook Penn94,highest_degree,4,0.05,548,31393,11
Facebook Penn94,highest_degree,4,0.05,549,31352,10
Facebook Penn94,highest_degree,4,0.05,550,31202,10
Facebook Penn94,highest_degree,4,0.05,551,31360,10
Facebook Penn94,highest_degree,4,0.05,552,31330,10
Facebook Penn94,highest_degree,4,0.05,553,31226,10
Facebook Penn94,highest_degree,4,0.05,554,31100,9
Facebook Penn94,highest_degree,4,0.05,555,31268,11
Facebook Penn94,highest_degree,4,0.05,556,31300,10
Facebook Penn94,highest_degree,4,0.05,557,31242,12
Facebook Penn94,highest_degree,4,0.05,558,31351,10
Facebook Penn94,highest_degree,4,0.05,559,31393,10
Facebook Penn94,highest_degree,4,0.05,560,31234,9
Facebook Penn94,highest_degree,4,0.05,561,31369,10
Facebook Penn94,highest_degree,4,0.05,562,31285,11
Facebook Penn94,highest_degree,4,0.05,563,31268,10
Facebook Penn94,highest_degree,4,0.05,564,31293,10
Facebook Penn94,highest_degree,4,0.05,565,31270,9
Facebook Penn94,highest_degree,4,0.05,566,31485,10
Facebook Penn94,highest_degree,4,0.05,567,31331,10
Facebook Penn94,highest_degree,4,0.05,568,31292,9
Facebook Penn94,highest_degree,4,0.05,569,31309,10
Facebook Penn94,highest_degree,4,0.05,570,31220,9
Facebook Penn94,highest_degree,4,0.05,571,31365,9
Facebook Penn94,highest_degree,4,0.05,572,31326,11
Facebook Penn94,highest_degree,4,0.05,573,31181,10
Facebook Penn94,highest_degree,4,0.05,574,31298,10
Facebook Penn94,highest_degree,4,0.05,575,31212,12
Facebook Penn94,highest_degree,4,0.05,576,31393,11
Facebook Penn94,highest_degree,4,0.05,577,31269,12
Facebook Penn94,highest_degree,4,0.05,578,31160,10
Facebook Penn94,highest_degree,4,0.05,579,31302,10
Facebook Penn94,highest_degree,4,0.05,580,31279,9
Facebook Penn94,highest_degree,4,0.05,581,31244,9
Facebook Penn94,highest_degree,4,0.05,582,31276,10
Facebook Penn94,highest_degree,4,0.05,583,31210,12
Facebook Penn94,highest_degree,4,0.05,584,31374,10
Facebook Penn94,highest_degree,4,0.05,585,31419,11
Facebook Penn94,highest_degree,4,0.05,586,31180,11
Facebook Penn94,highest_degree,4,0.05,587,31204,10
Facebook Penn94,highest_degree,4,0.05,588,31324,10
Facebook Penn94,highest_degree,4,0.05,589,31271,10
Facebook Penn94,highest_degree,4,0.05,590,31260,9
Facebook Penn94,highest_degree,4,0.05,591,31295,10
Facebook Penn94,highest_degree,4,0.05,592,31245,10
Facebook Penn94,highest_degree,4,0.05,593,31307,10
Facebook Penn94,highest_degree,4,0.05,594,31322,10
Facebook Penn94,highest_degree,4,0.05,595,31212,10
Facebook Penn94,highest_degree,4,0.05,596,31260,11
Facebook Penn94,highest_degree,4,0.05,597,31200,9
Facebook Penn94,highest_degree,4,0.05,598,31243,10
Facebook Penn94,highest_degree,4,0.05,599,31331,9
Facebook Penn94,highest_degree,4,0.05,600,31361,11
Facebook Penn94,highest_degree,4,0.05,601,31354,10
Facebook Penn94,highest_degree,4,0.05,602,31380,10
Facebook Penn94,highest_degree,4,0.05,603,31384,10
Facebook Penn94,highest_degree,4,0.05,604,31188,10
Facebook Penn94,highest_degree,4,0.05,605,31321,10
Facebook Penn94,highest_degree,4,0.05,606,31293,12
Facebook Penn94,highest_degree,4,0.05,607,31242,10
Facebook Penn94,highest_degree,4,0.05,608,31370,12
Facebook Penn94,highest_degree,4,0.05,609,31303,9
Facebook Penn94,highest_degree,4,0.05,610,31363,10
Facebook Penn94,highest_degree,4,0.05,611,31191,10
Facebook Penn94,highest_degree,4,0.05,612,31291,9
Facebook Penn94,highest_degree,4,0.05,613,31347,10
Facebook Penn94,highest_degree,4,0.05,614,31359,11
Facebook Penn94,highest_degree,4,0.05,615,31298,9
Facebook Penn94,highest_degree,4,0.05,616,31257,12
Facebook Penn94,highest_degree,4,0.05,617,31236,11
Facebook Penn94,highest_degree,4,0.05,618,31277,10
Facebook Penn94,highest_degree,4,0.05,619,31248,11
Facebook Penn94,highest_degree,4,0.05,620,31291,9
Facebook Penn94,highest_degree,4,0.05,621,31234,9
Facebook Penn94,highest_degree,4,0.05,622,31220,10
Facebook Penn94,highest_degree,4,0.05,623,31321,10
Facebook Penn94,highest_degree,4,0.05,624,31289,10
Facebook Penn94,highest_degree,4,0.05,625,31406,11
Facebook Penn94,highest_degree,4,0.05,626,31181,10
Facebook Penn94,highest_degree,4,0.05,627,31275,10
Facebook Penn94,highest_degree,4,0.05,628,31166,9
Facebook Penn94,highest_degree,4,0.05,629,31343,10
Facebook Penn94,highest_degree,4,0.05,630,31121,10
Facebook Penn94,highest_degree,4,0.05,631,31292,10
Facebook Penn94,highest_degree,4,0.05,632,31246,11
Facebook Penn94,highest_degree,4,0.05,633,31233,10
Facebook Penn94,highest_degree,4,0.05,634,31416,10
Facebook Penn94,highest_degree,4,0.05,635,31351,10
Facebook Penn94,highest_degree,4,0.05,636,31281,11
Facebook Penn94,highest_degree,4,0.05,637,31417,10
Facebook Penn94,highest_degree,4,0.05,638,31347,10
Facebook Penn94,highest_degree,4,0.05,639,31322,10
Facebook Penn94,highest_degree,4,0.05,640,31275,11
Facebook Penn94,highest_degree,4,0.05,641,31299,10
Facebook Penn94,highest_degree,4,0.05,642,31205,10
Facebook Penn94,highest_degree,4,0.05,643,31204,11
Facebook Penn94,highest_degree,4,0.05,644,31301,11
Facebook Penn94,highest_degree,4,0.05,645,31164,11
Facebook Penn94,highest_degree,4,0.05,646,31118,10
Facebook Penn94,highest_degree,4,0.05,647,31384,10
Facebook Penn94,highest_degree,4,0.05,648,31291,10
Facebook Penn94,highest_degree,4,0.05,649,31282,10
Facebook Penn94,highest_degree,4,0.05,650,31382,10
Facebook Penn94,highest_degree,4,0.05,651,31290,12
Facebook Penn94,highest_degree,4,0.05,652,31266,10
Facebook Penn94,highest_degree,4,0.05,653,31282,10
Facebook Penn94,highest_degree,4,0.05,654,31372,10
Facebook Penn94,highest_degree,4,0.05,655,31286,10
Facebook Penn94,highest_degree,4,0.05,656,31258,9
Facebook Penn94,highest_degree,4,0.05,657,31208,9
Facebook Penn94,highest_degree,4,0.05,658,31282,10
Facebook Penn94,highest_degree,4,0.05,659,31348,10
Facebook Penn94,highest_degree,4,0.05,660,31232,13
Facebook Penn94,highest_degree,4,0.05,661,31495,12
Facebook Penn94,highest_degree,4,0.05,662,31295,10
Facebook Penn94,highest_degree,4,0.05,663,31269,10
Facebook Penn94,highest_degree,4,0.05,664,31136,11
Facebook Penn94,highest_degree,4,0.05,665,31289,11
Facebook Penn94,highest_degree,4,0.05,666,31249,10
Facebook Penn94,highest_degree,4,0.05,667,31203,10
Facebook Penn94,highest_degree,4,0.05,668,31404,10
Facebook Penn94,highest_degree,4,0.05,669,31260,9
Facebook Penn94,highest_degree,4,0.05,670,31230,9
Facebook Penn94,highest_degree,4,0.05,671,31373,11
Facebook Penn94,highest_degree,4,0.05,672,31277,12
Facebook Penn94,highest_degree,4,0.05,673,31350,10
Facebook Penn94,highest_degree,4,0.05,674,31251,10
Facebook Penn94,highest_degree,4,0.05,675,31268,11
Facebook Penn94,highest_degree,4,0.05,676,31163,10
Facebook Penn94,highest_degree,4,0.05,677,31311,10
Facebook Penn94,highest_degree,4,0.05,678,31405,9
Facebook Penn94,highest_degree,4,0.05,679,31267,9
Facebook Penn94,highest_degree,4,0.05,680,31395,10
Facebook Penn94,highest_degree,4,0.05,681,31178,9
Facebook Penn94,highest_degree,4,0.05,682,31248,11
Facebook Penn94,highest_degree,4,0.05,683,31160,10
Facebook Penn94,highest_degree,4,0.05,684,31197,9
Facebook Penn94,highest_degree,4,0.05,685,31249,9
Facebook Penn94,highest_degree,4,0.05,686,31270,12
Facebook Penn94,highest_degree,4,0.05,687,31282,10
Facebook Penn94,highest_degree,4,0.05,688,31261,10
Facebook Penn94,highest_degree,4,0.05,689,31255,10
Facebook Penn94,highest_degree,4,0.05,690,31139,9
Facebook Penn94,highest_degree,4,0.05,691,31298,9
Facebook Penn94,highest_degree,4,0.05,692,31374,9
Facebook Penn94,highest_degree,4,0.05,693,31243,10
Facebook Penn94,highest_degree,4,0.05,694,31182,10
Facebook Penn94,highest_degree,4,0.05,695,31139,9
Facebook Penn94,highest_degree,4,0.05,696,31329,10
Facebook Penn94,highest_degree,4,0.05,697,31147,10
Facebook Penn94,highest_degree,4,0.05,698,31287,11
Facebook Penn94,highest_degree,4,0.05,699,31268,10
Facebook Penn94,highest_degree,4,0.05,700,31325,10
Facebook Penn94,highest_degree,4,0.05,701,31345,10
Facebook Penn94,highest_degree,4,0.05,702,31269,10
Facebook Penn94,highest_degree,4,0.05,703,31302,10
Facebook Penn94,highest_degree,4,0.05,704,31252,10
Facebook Penn94,highest_degree,4,0.05,705,31173,11
Facebook Penn94,highest_degree,4,0.05,706,31344,11
Facebook Penn94,highest_degree,4,0.05,707,31337,10
Facebook Penn94,highest_degree,4,0.05,708,31150,11
Facebook Penn94,highest_degree,4,0.05,709,31213,9
Facebook Penn94,highest_degree,4,0.05,710,31240,9
Facebook Penn94,highest_degree,4,0.05,711,31298,11
Facebook Penn94,highest_degree,4,0.05,712,31314,10
Facebook Penn94,highest_degree,4,0.05,713,31283,10
Facebook Penn94,highest_degree,4,0.05,714,31191,10
Facebook Penn94,highest_degree,4,0.05,715,31181,10
Facebook Penn94,highest_degree,4,0.05,716,31216,9
Facebook Penn94,highest_degree,4,0.05,717,31187,9
Facebook Penn94,highest_degree,4,0.05,718,31302,11
Facebook Penn94,highest_degree,4,0.05,719,31117,9
Facebook Penn94,highest_degree,4,0.05,720,31183,9
Facebook Penn94,highest_degree,4,0.05,721,31220,10
Facebook Penn94,highest_degree,4,0.05,722,31299,11
Facebook Penn94,highest_degree,4,0.05,723,31450,10
Facebook Penn94,highest_degree,4,0.05,724,31239,9
Facebook Penn94,highest_degree,4,0.05,725,31274,9
Facebook Penn94,highest_degree,4,0.05,726,31320,11
Facebook Penn94,highest_degree,4,0.05,727,31263,9
Facebook Penn94,highest_degree,4,0.05,728,31347,11
Facebook Penn94,highest_degree,4,0.05,729,31372,10
Facebook Penn94,highest_degree,4,0.05,730,31185,10
Facebook Penn94,highest_degree,4,0.05,731,31184,13
Facebook Penn94,highest_degree,4,0.05,732,31168,9
Facebook Penn94,highest_degree,4,0.05,733,31145,9
Facebook Penn94,highest_degree,4,0.05,734,31350,10
Facebook Penn94,highest_degree,4,0.05,735,31355,11
Facebook Penn94,highest_degree,4,0.05,736,31211,9
Facebook Penn94,highest_degree,4,0.05,737,31292,11
Facebook Penn94,highest_degree,4,0.05,738,31321,10
Facebook Penn94,highest_degree,4,0.05,739,31189,10
Facebook Penn94,highest_degree,4,0.05,740,31438,10
Facebook Penn94,highest_degree,4,0.05,741,31276,10
Facebook Penn94,highest_degree,4,0.05,742,31305,12
Facebook Penn94,highest_degree,4,0.05,743,31216,11
Facebook Penn94,highest_degree,4,0.05,744,31363,10
Facebook Penn94,highest_degree,4,0.05,745,31207,9
Facebook Penn94,highest_degree,4,0.05,746,31375,10
Facebook Penn94,highest_degree,4,0.05,747,31379,10
Facebook Penn94,highest_degree,4,0.05,748,31180,10
Facebook Penn94,highest_degree,4,0.05,749,31198,14
Facebook Penn94,highest_degree,4,0.05,750,31348,12
Facebook Penn94,highest_degree,4,0.05,751,31198,12
Facebook Penn94,highest_degree,4,0.05,752,31378,9
Facebook Penn94,highest_degree,4,0.05,753,31313,10
Facebook Penn94,highest_degree,4,0.05,754,31285,10
Facebook Penn94,highest_degree,4,0.05,755,31229,11
Facebook Penn94,highest_degree,4,0.05,756,31216,11
Facebook Penn94,highest_degree,4,0.05,757,31261,10
Facebook Penn94,highest_degree,4,0.05,758,31415,10
Facebook Penn94,highest_degree,4,0.05,759,31367,9
Facebook Penn94,highest_degree,4,0.05,760,31362,10
Facebook Penn94,highest_degree,4,0.05,761,31269,9
Facebook Penn94,highest_degree,4,0.05,762,31312,10
Facebook Penn94,highest_degree,4,0.05,763,31338,10
Facebook Penn94,highest_degree,4,0.05,764,31166,10
Facebook Penn94,highest_degree,4,0.05,765,31234,10
Facebook Penn94,highest_degree,4,0.05,766,31298,11
Facebook Penn94,highest_degree,4,0.05,767,31286,9
Facebook Penn94,highest_degree,4,0.05,768,31296,12
Facebook Penn94,highest_degree,4,0.05,769,31221,10
Facebook Penn94,highest_degree,4,0.05,770,31418,11
Facebook Penn94,highest_degree,4,0.05,771,31292,10
Facebook Penn94,highest_degree,4,0.05,772,31371,11
Facebook Penn94,highest_degree,4,0.05,773,31421,13
Facebook Penn94,highest_degree,4,0.05,774,31256,10
Facebook Penn94,highest_degree,4,0.05,775,31144,10
Facebook Penn94,highest_degree,4,0.05,776,31321,10
Facebook Penn94,highest_degree,4,0.05,777,31239,10
Facebook Penn94,highest_degree,4,0.05,778,31337,11
Facebook Penn94,highest_degree,4,0.05,779,31374,11
Facebook Penn94,highest_degree,4,0.05,780,31433,9
Facebook Penn94,highest_degree,4,0.05,781,31258,10
Facebook Penn94,highest_degree,4,0.05,782,31217,9
Facebook Penn94,highest_degree,4,0.05,783,31325,12
Facebook Penn94,highest_degree,4,0.05,784,31301,10
Facebook Penn94,highest_degree,4,0.05,785,31238,11
Facebook Penn94,highest_degree,4,0.05,786,31331,13
Facebook Penn94,highest_degree,4,0.05,787,31315,11
Facebook Penn94,highest_degree,4,0.05,788,31271,10
Facebook Penn94,highest_degree,4,0.05,789,31240,10
Facebook Penn94,highest_degree,4,0.05,790,31329,11
Facebook Penn94,highest_degree,4,0.05,791,31306,10
Facebook Penn94,highest_degree,4,0.05,792,31294,9
Facebook Penn94,highest_degree,4,0.05,793,31207,13
Facebook Penn94,highest_degree,4,0.05,794,31299,11
Facebook Penn94,highest_degree,4,0.05,795,31306,13
Facebook Penn94,highest_degree,4,0.05,796,31438,10
Facebook Penn94,highest_degree,4,0.05,797,31338,10
Facebook Penn94,highest_degree,4,0.05,798,31287,12
Facebook Penn94,highest_degree,4,0.05,799,31341,11
Facebook Penn94,highest_degree,4,0.05,800,31248,10
Facebook Penn94,highest_degree,4,0.05,801,31317,10
Facebook Penn94,highest_degree,4,0.05,802,31308,9
Facebook Penn94,highest_degree,4,0.05,803,31272,10
Facebook Penn94,highest_degree,4,0.05,804,31205,11
Facebook Penn94,highest_degree,4,0.05,805,31366,9
Facebook Penn94,highest_degree,4,0.05,806,31364,10
Facebook Penn94,highest_degree,4,0.05,807,31291,10
Facebook Penn94,highest_degree,4,0.05,808,31256,10
Facebook Penn94,highest_degree,4,0.05,809,31239,10
Facebook Penn94,highest_degree,4,0.05,810,31332,11
Facebook Penn94,highest_degree,4,0.05,811,31340,9
Facebook Penn94,highest_degree,4,0.05,812,31371,10
Facebook Penn94,highest_degree,4,0.05,813,31265,10
Facebook Penn94,highest_degree,4,0.05,814,31320,9
Facebook Penn94,highest_degree,4,0.05,815,31216,10
Facebook Penn94,highest_degree,4,0.05,816,31299,12
Facebook Penn94,highest_degree,4,0.05,817,31081,11
Facebook Penn94,highest_degree,4,0.05,818,31344,10
Facebook Penn94,highest_degree,4,0.05,819,31327,11
Facebook Penn94,highest_degree,4,0.05,820,31254,9
Facebook Penn94,highest_degree,4,0.05,821,31182,11
Facebook Penn94,highest_degree,4,0.05,822,31183,10
Facebook Penn94,highest_degree,4,0.05,823,31185,10
Facebook Penn94,highest_degree,4,0.05,824,31292,9
Facebook Penn94,highest_degree,4,0.05,825,31242,11
Facebook Penn94,highest_degree,4,0.05,826,31286,12
Facebook Penn94,highest_degree,4,0.05,827,31172,10
Facebook Penn94,highest_degree,4,0.05,828,31461,10
Facebook Penn94,highest_degree,4,0.05,829,31307,9
Facebook Penn94,highest_degree,4,0.05,830,31213,10
Facebook Penn94,highest_degree,4,0.05,831,31214,11
Facebook Penn94,highest_degree,4,0.05,832,31284,10
Facebook Penn94,highest_degree,4,0.05,833,31393,11
Facebook Penn94,highest_degree,4,0.05,834,31367,10
Facebook Penn94,highest_degree,4,0.05,835,31237,10
Facebook Penn94,highest_degree,4,0.05,836,31287,10
Facebook Penn94,highest_degree,4,0.05,837,31376,10
Facebook Penn94,highest_degree,4,0.05,838,31195,10
Facebook Penn94,highest_degree,4,0.05,839,31349,11
Facebook Penn94,highest_degree,4,0.05,840,31325,11
Facebook Penn94,highest_degree,4,0.05,841,31329,9
Facebook Penn94,highest_degree,4,0.05,842,31229,11
Facebook Penn94,highest_degree,4,0.05,843,31386,10
Facebook Penn94,highest_degree,4,0.05,844,31255,9
Facebook Penn94,highest_degree,4,0.05,845,31268,10
Facebook Penn94,highest_degree,4,0.05,846,31369,10
