actor, layer     , degree, degree_probability   , random_walk_probability, prob_difference
   14, ALL_LAYERS,     11, 0.008870967741935484 , 0.0111832              , 0.002312232258064517
   15, ALL_LAYERS,     19, 0.01532258064516129  , 0.0142956              , 0.0010269806451612892
   16, ALL_LAYERS,     11, 0.008870967741935484 , 0.0073008              , 0.0015701677419354843
   17, ALL_LAYERS,     19, 0.01532258064516129  , 0.015182               , 0.00014058064516129024
   18, ALL_LAYERS,     17, 0.013709677419354839 , 0.0120052              , 0.0017044774193548384
   19, ALL_LAYERS,     25, 0.020161290322580645 , 0.0168984              , 0.0032628903225806437
   20, ALL_LAYERS,     18, 0.014516129032258065 , 0.0152336              , 0.0007174709677419348
   21, ALL_LAYERS,     30, 0.024193548387096774 , 0.0204264              , 0.0037671483870967727
   22, ALL_LAYERS,      3, 0.0024193548387096775, 0.0021972              , 0.00022215483870967768
   23, ALL_LAYERS,     46, 0.037096774193548385 , 0.0428512              , 0.005754425806451614
   24, ALL_LAYERS,     25, 0.020161290322580645 , 0.016332               , 0.0038292903225806453
   25, ALL_LAYERS,     27, 0.021774193548387097 , 0.0220476              , 0.00027340645161290367
   26, ALL_LAYERS,     39, 0.031451612903225803 , 0.0324904              , 0.0010387870967741991
   27, ALL_LAYERS,     18, 0.014516129032258065 , 0.0124556              , 0.0020605290322580645
   28, ALL_LAYERS,     25, 0.020161290322580645 , 0.0192592              , 0.000902090322580644
   29, ALL_LAYERS,     18, 0.014516129032258065 , 0.0112968              , 0.003219329032258066
   30, ALL_LAYERS,     23, 0.018548387096774192 , 0.0168352              , 0.0017131870967741908
   31, ALL_LAYERS,     35, 0.028225806451612902 , 0.0245732              , 0.0036526064516129025
   32, ALL_LAYERS,     16, 0.012903225806451613 , 0.010848               , 0.002055225806451613
   33, ALL_LAYERS,     32, 0.025806451612903226 , 0.024792               , 0.0010144516129032242
   34, ALL_LAYERS,     44, 0.035483870967741936 , 0.030684               , 0.004799870967741936
   35, ALL_LAYERS,     23, 0.018548387096774192 , 0.0172868              , 0.0012615870967741909
   36, ALL_LAYERS,     18, 0.014516129032258065 , 0.0148972              , 0.0003810709677419342
   37, ALL_LAYERS,     22, 0.017741935483870968 , 0.0219864              , 0.004244464516129032
   38, ALL_LAYERS,      9, 0.007258064516129033 , 0.008794               , 0.0015359354838709672
   39, ALL_LAYERS,     21, 0.016935483870967744 , 0.0182632              , 0.0013277161290322567
   40, ALL_LAYERS,     22, 0.017741935483870968 , 0.0181888              , 0.00044686451612903355
   41, ALL_LAYERS,     16, 0.012903225806451613 , 0.0129272              , 2.397419354838691e-05
   42, ALL_LAYERS,     16, 0.012903225806451613 , 0.0139484              , 0.0010451741935483868
   43, ALL_LAYERS,      9, 0.007258064516129033 , 0.0064104              , 0.0008476645161290325
   44, ALL_LAYERS,     49, 0.03951612903225806  , 0.0370272              , 0.002488929032258058
   45, ALL_LAYERS,     20, 0.016129032258064516 , 0.0173912              , 0.0012621677419354833
   46, ALL_LAYERS,     41, 0.03306451612903226  , 0.041144               , 0.00807948387096774
   47, ALL_LAYERS,     19, 0.01532258064516129  , 0.015132               , 0.00019058064516128993
   48, ALL_LAYERS,     12, 0.00967741935483871  , 0.0119136              , 0.0022361806451612898
   49, ALL_LAYERS,     11, 0.008870967741935484 , 0.0130892              , 0.0042182322580645165
   50, ALL_LAYERS,     18, 0.014516129032258065 , 0.0153384              , 0.0008222709677419351
   51, ALL_LAYERS,     47, 0.03790322580645161  , 0.0394952              , 0.0015919741935483886
   52, ALL_LAYERS,     20, 0.016129032258064516 , 0.0189184              , 0.0027893677419354827
   53, ALL_LAYERS,      7, 0.00564516129032258  , 0.004512               , 0.00113316129032258
   54, ALL_LAYERS,     10, 0.008064516129032258 , 0.008262               , 0.0001974838709677424
   55, ALL_LAYERS,     12, 0.00967741935483871  , 0.0114004              , 0.0017229806451612897
   56, ALL_LAYERS,     17, 0.013709677419354839 , 0.0117688              , 0.0019408774193548396
   57, ALL_LAYERS,     11, 0.008870967741935484 , 0.0083008              , 0.0005701677419354834
   58, ALL_LAYERS,     13, 0.010483870967741936 , 0.007824               , 0.002659870967741937
   59, ALL_LAYERS,      7, 0.00564516129032258  , 0.0042444              , 0.0014007612903225806
   60, ALL_LAYERS,      2, 0.0016129032258064516, 0.001242               , 0.00037090322580645156
   61, ALL_LAYERS,      7, 0.00564516129032258  , 0.0050944              , 0.0005507612903225805
