network,model,time_step,node_id,state
Karate Club,sis,27,14,S
Karate Club,sis,27,17,I
Karate Club,sis,27,18,I
Karate Club,sis,27,20,S
Karate Club,sis,27,22,S
Karate Club,sis,27,24,S
Karate Club,sis,27,26,I
Karate Club,sis,27,25,I
Karate Club,sis,27,28,S
Karate Club,sis,27,29,I
Karate Club,sis,27,30,I
Karate Club,sis,27,27,S
Karate Club,sis,27,31,I
Karate Club,sis,27,32,S
Karate Club,sis,27,33,I
Karate Club,sis,27,15,I
Karate Club,sis,27,16,I
Karate Club,sis,27,19,I
Karate Club,sis,27,21,I
Karate Club,sis,27,23,I
Karate Club,sis,27,34,I
Karate Club,sis,28,1,I
Karate Club,sis,28,2,I
Karate Club,sis,28,3,S
Karate Club,sis,28,4,I
Karate Club,sis,28,5,I
Karate Club,sis,28,6,I
Karate Club,sis,28,7,I
Karate Club,sis,28,8,I
Karate Club,sis,28,9,S
Karate Club,sis,28,10,I
Karate Club,sis,28,11,S
Karate Club,sis,28,12,S
Karate Club,sis,28,13,I
Karate Club,sis,28,14,I
Karate Club,sis,28,17,S
Karate Club,sis,28,18,S
Karate Club,sis,28,20,S
Karate Club,sis,28,22,I
Karate Club,sis,28,24,I
Karate Club,sis,28,26,S
Karate Club,sis,28,25,I
Karate Club,sis,28,28,S
Karate Club,sis,28,29,I
Karate Club,sis,28,30,I
Karate Club,sis,28,27,I
Karate Club,sis,28,31,S
Karate Club,sis,28,32,I
Karate Club,sis,28,33,I
Karate Club,sis,28,15,I
Karate Club,sis,28,16,S
Karate Club,sis,28,19,S
Karate Club,sis,28,21,S
Karate Club,sis,28,23,S
Karate Club,sis,28,34,I
Karate Club,sis,29,1,S
Karate Club,sis,29,2,S
Karate Club,sis,29,3,I
Karate Club,sis,29,4,I
Karate Club,sis,29,5,S
Karate Club,sis,29,6,S
Karate Club,sis,29,7,I
Karate Club,sis,29,8,I
Karate Club,sis,29,9,I
Karate Club,sis,29,10,S
Karate Club,sis,29,11,I
Karate Club,sis,29,12,S
Karate Club,sis,29,13,I
Karate Club,sis,29,14,I
Karate Club,sis,29,17,S
Karate Club,sis,29,18,I
Karate Club,sis,29,20,I
Karate Club,sis,29,22,I
Karate Club,sis,29,24,I
Karate Club,sis,29,26,I
Karate Club,sis,29,25,S
Karate Club,sis,29,28,S
Karate Club,sis,29,29,I
Karate Club,sis,29,30,I
Karate Club,sis,29,27,I
Karate Club,sis,29,31,S
Karate Club,sis,29,32,S
Karate Club,sis,29,33,I
Karate Club,sis,29,15,S
Karate Club,sis,29,16,S
Karate Club,sis,29,19,I
Karate Club,sis,29,21,S
Karate Club,sis,29,23,S
Karate Club,sis,29,34,S
Karate Club,sis,30,1,I
Karate Club,sis,30,2,I
Karate Club,sis,30,3,I
Karate Club,sis,30,4,I
Karate Club,sis,30,5,S
Karate Club,sis,30,6,I
Karate Club,sis,30,7,I
Karate Club,sis,30,8,I
Karate Club,sis,30,9,I
Karate Club,sis,30,10,S
Karate Club,sis,30,11,I
Karate Club,sis,30,12,S
Karate Club,sis,30,13,I
Karate Club,sis,30,14,I
Karate Club,sis,30,17,I
Karate Club,sis,30,18,I
Karate Club,sis,30,20,I
Karate Club,sis,30,22,I
Karate Club,sis,30,24,I
Karate Club,sis,30,26,I
Karate Club,sis,30,25,S
Karate Club,sis,30,28,I
Karate Club,sis,30,29,I
Karate Club,sis,30,30,I
Karate Club,sis,30,27,I
Karate Club,sis,30,31,S
Karate Club,sis,30,32,I
Karate Club,sis,30,33,I
Karate Club,sis,30,15,I
Karate Club,sis,30,16,I
Karate Club,sis,30,19,I
Karate Club,sis,30,21,S
Karate Club,sis,30,23,S
Karate Club,sis,30,34,I
Karate Club,sis,31,1,I
Karate Club,sis,31,2,I
Karate Club,sis,31,3,S
Karate Club,sis,31,4,S
Karate Club,sis,31,5,I
Karate Club,sis,31,6,S
Karate Club,sis,31,7,I
Karate Club,sis,31,8,I
Karate Club,sis,31,9,S
Karate Club,sis,31,10,I
Karate Club,sis,31,11,I
Karate Club,sis,31,12,S
Karate Club,sis,31,13,I
Karate Club,sis,31,14,I
Karate Club,sis,31,17,S
Karate Club,sis,31,18,I
Karate Club,sis,31,20,I
Karate Club,sis,31,22,I
Karate Club,sis,31,24,S
Karate Club,sis,31,26,S
Karate Club,sis,31,25,S
Karate Club,sis,31,28,I
Karate Club,sis,31,29,S
Karate Club,sis,31,30,I
Karate Club,sis,31,27,I
Karate Club,sis,31,31,I
Karate Club,sis,31,32,S
Karate Club,sis,31,33,I
Karate Club,sis,31,15,I
Karate Club,sis,31,16,I
Karate Club,sis,31,19,I
Karate Club,sis,31,21,I
Karate Club,sis,31,23,S
Karate Club,sis,31,34,I
Karate Club,sis,32,1,I
Karate Club,sis,32,2,I
Karate Club,sis,32,3,I
Karate Club,sis,32,4,I
Karate Club,sis,32,5,I
Karate Club,sis,32,6,I
Karate Club,sis,32,7,I
Karate Club,sis,32,8,I
Karate Club,sis,32,9,I
Karate Club,sis,32,10,I
Karate Club,sis,32,11,I
Karate Club,sis,32,12,I
Karate Club,sis,32,13,I
Karate Club,sis,32,14,I
Karate Club,sis,32,17,S
Karate Club,sis,32,18,S
Karate Club,sis,32,20,I
Karate Club,sis,32,22,I
Karate Club,sis,32,24,I
Karate Club,sis,32,26,S
Karate Club,sis,32,25,I
Karate Club,sis,32,28,S
Karate Club,sis,32,29,S
Karate Club,sis,32,30,S
Karate Club,sis,32,27,I
Karate Club,sis,32,31,I
Karate Club,sis,32,32,I
Karate Club,sis,32,33,I
Karate Club,sis,32,15,I
Karate Club,sis,32,16,S
Karate Club,sis,32,19,I
Karate Club,sis,32,21,S
Karate Club,sis,32,23,I
Karate Club,sis,32,34,I
Karate Club,sis,33,1,I
Karate Club,sis,33,2,I
Karate Club,sis,33,3,I
Karate Club,sis,33,4,I
Karate Club,sis,33,5,I
Karate Club,sis,33,6,I
Karate Club,sis,33,7,I
Karate Club,sis,33,8,I
Karate Club,sis,33,9,S
Karate Club,sis,33,10,S
Karate Club,sis,33,11,S
Karate Club,sis,33,12,S
Karate Club,sis,33,13,I
Karate Club,sis,33,14,S
Karate Club,sis,33,17,S
Karate Club,sis,33,18,S
Karate Club,sis,33,20,I
Karate Club,sis,33,22,S
Karate Club,sis,33,24,I
Karate Club,sis,33,26,I
Karate Club,sis,33,25,S
Karate Club,sis,33,28,I
Karate Club,sis,33,29,I
Karate Club,sis,33,30,S
Karate Club,sis,33,27,I
Karate Club,sis,33,31,I
Karate Club,sis,33,32,I
Karate Club,sis,33,33,S
Karate Club,sis,33,15,I
Karate Club,sis,33,16,I
Karate Club,sis,33,19,I
Karate Club,sis,33,21,I
Karate Club,sis,33,23,I
Karate Club,sis,33,34,S
Karate Club,sis,34,1,I
Karate Club,sis,34,2,I
Karate Club,sis,34,3,S
Karate Club,sis,34,4,S
Karate Club,sis,34,5,S
Karate Club,sis,34,6,I
Karate Club,sis,34,7,I
Karate Club,sis,34,8,I
Karate Club,sis,34,9,S
Karate Club,sis,34,10,S
Karate Club,sis,34,11,I
Karate Club,sis,34,12,S
Karate Club,sis,34,13,I
Karate Club,sis,34,14,I
Karate Club,sis,34,17,I
Karate Club,sis,34,18,I
Karate Club,sis,34,20,I
Karate Club,sis,34,22,S
Karate Club,sis,34,24,S
Karate Club,sis,34,26,I
Karate Club,sis,34,25,S
Karate Club,sis,34,28,I
Karate Club,sis,34,29,I
Karate Club,sis,34,30,I
Karate Club,sis,34,27,I
Karate Club,sis,34,31,I
Karate Club,sis,34,32,I
Karate Club,sis,34,33,I
Karate Club,sis,34,15,I
Karate Club,sis,34,16,S
Karate Club,sis,34,19,S
Karate Club,sis,34,21,I
Karate Club,sis,34,23,I
Karate Club,sis,34,34,I
Karate Club,sis,35,1,S
Karate Club,sis,35,2,I
Karate Club,sis,35,3,S
Karate Club,sis,35,4,I
Karate Club,sis,35,5,I
Karate Club,sis,35,6,I
Karate Club,sis,35,7,I
Karate Club,sis,35,8,S
Karate Club,sis,35,9,I
Karate Club,sis,35,10,S
Karate Club,sis,35,11,I
Karate Club,sis,35,12,S
Karate Club,sis,35,13,S
Karate Club,sis,35,14,I
Karate Club,sis,35,17,I
Karate Club,sis,35,18,I
Karate Club,sis,35,20,I
Karate Club,sis,35,22,I
Karate Club,sis,35,24,I
Karate Club,sis,35,26,I
Karate Club,sis,35,25,I
Karate Club,sis,35,28,I
Karate Club,sis,35,29,S
Karate Club,sis,35,30,S
Karate Club,sis,35,27,S
Karate Club,sis,35,31,S
Karate Club,sis,35,32,S
Karate Club,sis,35,33,I
Karate Club,sis,35,15,S
Karate Club,sis,35,16,S
Karate Club,sis,35,19,I
Karate Club,sis,35,21,I
Karate Club,sis,35,23,I
Karate Club,sis,35,34,S
Karate Club,sis,36,1,I
Karate Club,sis,36,2,S
Karate Club,sis,36,3,I
Karate Club,sis,36,4,S
Karate Club,sis,36,5,S
Karate Club,sis,36,6,I
Karate Club,sis,36,7,I
Karate Club,sis,36,8,S
Karate Club,sis,36,9,I
Karate Club,sis,36,10,S
Karate Club,sis,36,11,I
Karate Club,sis,36,12,S
Karate Club,sis,36,13,S
Karate Club,sis,36,14,I
Karate Club,sis,36,17,I
Karate Club,sis,36,18,I
Karate Club,sis,36,20,I
Karate Club,sis,36,22,I
Karate Club,sis,36,24,S
Karate Club,sis,36,26,I
Karate Club,sis,36,25,S
Karate Club,sis,36,28,I
Karate Club,sis,36,29,S
Karate Club,sis,36,30,I
Karate Club,sis,36,27,S
Karate Club,sis,36,31,I
Karate Club,sis,36,32,I
Karate Club,sis,36,33,S
Karate Club,sis,36,15,I
Karate Club,sis,36,16,S
Karate Club,sis,36,19,I
Karate Club,sis,36,21,S
Karate Club,sis,36,23,I
Karate Club,sis,36,34,I
Karate Club,sis,37,1,I
Karate Club,sis,37,2,I
Karate Club,sis,37,3,I
Karate Club,sis,37,4,I
Karate Club,sis,37,5,I
Karate Club,sis,37,6,I
Karate Club,sis,37,7,I
Karate Club,sis,37,8,I
Karate Club,sis,37,9,I
Karate Club,sis,37,10,S
Karate Club,sis,37,11,I
Karate Club,sis,37,12,S
Karate Club,sis,37,13,S
Karate Club,sis,37,14,I
Karate Club,sis,37,17,S
Karate Club,sis,37,18,I
Karate Club,sis,37,20,S
Karate Club,sis,37,22,I
Karate Club,sis,37,24,I
Karate Club,sis,37,26,I
Karate Club,sis,37,25,I
Karate Club,sis,37,28,I
Karate Club,sis,37,29,I
Karate Club,sis,37,30,I
Karate Club,sis,37,27,I
Karate Club,sis,37,31,S
Karate Club,sis,37,32,I
Karate Club,sis,37,33,I
Karate Club,sis,37,15,I
Karate Club,sis,37,16,S
Karate Club,sis,37,19,S
Karate Club,sis,37,21,S
Karate Club,sis,37,23,I
Karate Club,sis,37,34,S
Karate Club,sis,38,1,S
Karate Club,sis,38,2,S
Karate Club,sis,38,3,I
Karate Club,sis,38,4,I
Karate Club,sis,38,5,I
Karate Club,sis,38,6,I
Karate Club,sis,38,7,I
Karate Club,sis,38,8,I
Karate Club,sis,38,9,I
Karate Club,sis,38,10,S
Karate Club,sis,38,11,I
Karate Club,sis,38,12,S
Karate Club,sis,38,13,I
Karate Club,sis,38,14,I
Karate Club,sis,38,17,S
Karate Club,sis,38,18,I
Karate Club,sis,38,20,S
Karate Club,sis,38,22,S
Karate Club,sis,38,24,S
Karate Club,sis,38,26,I
Karate Club,sis,38,25,S
Karate Club,sis,38,28,I
Karate Club,sis,38,29,I
Karate Club,sis,38,30,I
Karate Club,sis,38,27,I
Karate Club,sis,38,31,I
Karate Club,sis,38,32,S
Karate Club,sis,38,33,S
Karate Club,sis,38,15,I
Karate Club,sis,38,16,S
Karate Club,sis,38,19,I
Karate Club,sis,38,21,I
Karate Club,sis,38,23,S
Karate Club,sis,38,34,I
Karate Club,sis,39,1,I
Karate Club,sis,39,2,I
Karate Club,sis,39,3,I
Karate Club,sis,39,4,I
Karate Club,sis,39,5,I
Karate Club,sis,39,6,I
Karate Club,sis,39,7,S
Karate Club,sis,39,8,I
Karate Club,sis,39,9,I
Karate Club,sis,39,10,I
Karate Club,sis,39,11,S
Karate Club,sis,39,12,S
Karate Club,sis,39,13,S
Karate Club,sis,39,14,S
Karate Club,sis,39,17,I
Karate Club,sis,39,18,I
Karate Club,sis,39,20,I
Karate Club,sis,39,22,S
Karate Club,sis,39,24,I
Karate Club,sis,39,26,S
Karate Club,sis,39,25,S
Karate Club,sis,39,28,S
Karate Club,sis,39,29,I
Karate Club,sis,39,30,I
Karate Club,sis,39,27,S
Karate Club,sis,39,31,I
Karate Club,sis,39,32,I
Karate Club,sis,39,33,I
Karate Club,sis,39,15,I
Karate Club,sis,39,16,S
Karate Club,sis,39,19,I
Karate Club,sis,39,21,I
Karate Club,sis,39,23,I
Karate Club,sis,39,34,S
Karate Club,sis,40,1,I
Karate Club,sis,40,2,I
Karate Club,sis,40,3,I
Karate Club,sis,40,4,S
Karate Club,sis,40,5,I
Karate Club,sis,40,6,I
Karate Club,sis,40,7,I
Karate Club,sis,40,8,I
Karate Club,sis,40,9,I
Karate Club,sis,40,10,I
Karate Club,sis,40,11,I
Karate Club,sis,40,12,S
Karate Club,sis,40,13,I
Karate Club,sis,40,14,I
Karate Club,sis,40,17,I
Karate Club,sis,40,18,I
Karate Club,sis,40,20,S
Karate Club,sis,40,22,S
Karate Club,sis,40,24,I
Karate Club,sis,40,26,I
Karate Club,sis,40,25,I
Karate Club,sis,40,28,S
Karate Club,sis,40,29,I
Karate Club,sis,40,30,I
Karate Club,sis,40,27,I
Karate Club,sis,40,31,I
Karate Club,sis,40,32,I
Karate Club,sis,40,33,I
Karate Club,sis,40,15,I
Karate Club,sis,40,16,S
Karate Club,sis,40,19,I
Karate Club,sis,40,21,I
Karate Club,sis,40,23,I
Karate Club,sis,40,34,I
Karate Club,sis,41,1,S
Karate Club,sis,41,2,I
Karate Club,sis,41,3,S
Karate Club,sis,41,4,I
Karate Club,sis,41,5,I
Karate Club,sis,41,6,I
Karate Club,sis,41,7,I
Karate Club,sis,41,8,I
Karate Club,sis,41,9,I
Karate Club,sis,41,10,S
Karate Club,sis,41,11,I
Karate Club,sis,41,12,I
Karate Club,sis,41,13,I
Karate Club,sis,41,14,I
Karate Club,sis,41,17,I
Karate Club,sis,41,18,I
Karate Club,sis,41,20,I
Karate Club,sis,41,22,S
Karate Club,sis,41,24,I
Karate Club,sis,41,26,I
Karate Club,sis,41,25,I
Karate Club,sis,41,28,I
Karate Club,sis,41,29,S
Karate Club,sis,41,30,S
Karate Club,sis,41,27,I
Karate Club,sis,41,31,I
Karate Club,sis,41,32,I
Karate Club,sis,41,33,I
Karate Club,sis,41,15,S
Karate Club,sis,41,16,I
Karate Club,sis,41,19,I
Karate Club,sis,41,21,I
Karate Club,sis,41,23,I
Karate Club,sis,41,34,I
Karate Club,sis,42,1,I
Karate Club,sis,42,2,I
Karate Club,sis,42,3,I
Karate Club,sis,42,4,S
Karate Club,sis,42,5,S
Karate Club,sis,42,6,S
Karate Club,sis,42,7,I
Karate Club,sis,42,8,S
Karate Club,sis,42,9,S
Karate Club,sis,42,10,S
Karate Club,sis,42,11,I
Karate Club,sis,42,12,I
Karate Club,sis,42,13,I
Karate Club,sis,42,14,S
Karate Club,sis,42,17,I
Karate Club,sis,42,18,I
Karate Club,sis,42,20,I
Karate Club,sis,42,22,S
Karate Club,sis,42,24,S
Karate Club,sis,42,26,S
Karate Club,sis,42,25,S
Karate Club,sis,42,28,I
Karate Club,sis,42,29,I
Karate Club,sis,42,30,I
Karate Club,sis,42,27,I
Karate Club,sis,42,31,I
Karate Club,sis,42,32,S
Karate Club,sis,42,33,I
Karate Club,sis,42,15,I
Karate Club,sis,42,16,I
Karate Club,sis,42,19,I
Karate Club,sis,42,21,S
Karate Club,sis,42,23,I
Karate Club,sis,42,34,S
Karate Club,sis,43,1,I
Karate Club,sis,43,2,I
Karate Club,sis,43,3,I
Karate Club,sis,43,4,I
Karate Club,sis,43,5,S
Karate Club,sis,43,6,I
Karate Club,sis,43,7,I
Karate Club,sis,43,8,I
Karate Club,sis,43,9,I
Karate Club,sis,43,10,S
Karate Club,sis,43,11,S
Karate Club,sis,43,12,S
Karate Club,sis,43,13,I
Karate Club,sis,43,14,I
Karate Club,sis,43,17,I
Karate Club,sis,43,18,I
Karate Club,sis,43,20,S
Karate Club,sis,43,22,I
Karate Club,sis,43,24,I
Karate Club,sis,43,26,S
Karate Club,sis,43,25,S
Karate Club,sis,43,28,I
Karate Club,sis,43,29,I
Karate Club,sis,43,30,S
Karate Club,sis,43,27,I
Karate Club,sis,43,31,I
Karate Club,sis,43,32,I
Karate Club,sis,43,33,I
Karate Club,sis,43,15,I
Karate Club,sis,43,16,I
Karate Club,sis,43,19,I
Karate Club,sis,43,21,S
Karate Club,sis,43,23,I
Karate Club,sis,43,34,I
Karate Club,sis,44,1,I
Karate Club,sis,44,2,I
Karate Club,sis,44,3,S
Karate Club,sis,44,4,I
Karate Club,sis,44,5,S
Karate Club,sis,44,6,I
Karate Club,sis,44,7,I
Karate Club,sis,44,8,S
Karate Club,sis,44,9,I
Karate Club,sis,44,10,I
Karate Club,sis,44,11,I
Karate Club,sis,44,12,I
Karate Club,sis,44,13,I
Karate Club,sis,44,14,S
Karate Club,sis,44,17,S
Karate Club,sis,44,18,S
Karate Club,sis,44,20,I
Karate Club,sis,44,22,S
Karate Club,sis,44,24,I
Karate Club,sis,44,26,I
Karate Club,sis,44,25,S
Karate Club,sis,44,28,I
Karate Club,sis,44,29,I
Karate Club,sis,44,30,I
Karate Club,sis,44,27,I
Karate Club,sis,44,31,I
Karate Club,sis,44,32,I
Karate Club,sis,44,33,I
Karate Club,sis,44,15,I
Karate Club,sis,44,16,I
Karate Club,sis,44,19,S
Karate Club,sis,44,21,I
Karate Club,sis,44,23,I
Karate Club,sis,44,34,I
Karate Club,sis,45,1,I
Karate Club,sis,45,2,S
Karate Club,sis,45,3,I
Karate Club,sis,45,4,I
Karate Club,sis,45,5,S
Karate Club,sis,45,6,I
Karate Club,sis,45,7,I
Karate Club,sis,45,8,S
Karate Club,sis,45,9,I
Karate Club,sis,45,10,I
Karate Club,sis,45,11,S
Karate Club,sis,45,12,I
Karate Club,sis,45,13,I
Karate Club,sis,45,14,I
Karate Club,sis,45,17,I
Karate Club,sis,45,18,S
Karate Club,sis,45,20,S
Karate Club,sis,45,22,I
Karate Club,sis,45,24,I
Karate Club,sis,45,26,I
Karate Club,sis,45,25,I
Karate Club,sis,45,28,S
Karate Club,sis,45,29,S
Karate Club,sis,45,30,I
Karate Club,sis,45,27,I
Karate Club,sis,45,31,S
Karate Club,sis,45,32,I
Karate Club,sis,45,33,I
Karate Club,sis,45,15,I
Karate Club,sis,45,16,I
Karate Club,sis,45,19,I
Karate Club,sis,45,21,I
Karate Club,sis,45,23,I
Karate Club,sis,45,34,I
